input_text,target_text
translate question to dbpedia path: Which high school of the Jerry Tagge also was the palce hwer Temptation Waits was recorded ?,dbr:Jerry_Tagge >> dbp:highSchool >> [ANS] [SEP] dbr:Temptation_Waits >> dbo:recordedIn >> [ANS]
translate question to dbpedia path: Was His New Job edited by Charlie Chaplin?,ASK >> dbr:His_New_Job >> dbo:editing >> dbr:Charlie_Chaplin
translate question to dbpedia path: Does vance johnson play as a wide receiver?,ASK >> dbr:Vance_Johnson >> dbo:position >> dbr:Wide_receiver
translate question to dbpedia path: Name the place of Qaqun ?,dbr:Qaqun >> dbp:place >> [ANS]
translate question to dbpedia path: What is the deathplace of people who have worked in Ethics?,[VAR1] >> dbp:mainInterests >> dbr:Ethics [SEP] [VAR1] >> dbp:placeOfDeath >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: List all the nicknames of the city which has Toru gingerbread as one of it ?,[VAR1] >> dbp:nickname >> [ANS] [SEP] [VAR1] >> dbp:nickname >> dbr:Toruń_gingerbread
translate question to dbpedia path: What are the awards won by the film editor of World of Tomorrow ?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:World_of_Tomorrow_(film) >> dbo:editing >> [VAR1]
translate question to dbpedia path: Is Luigi Brugnaro the mayor of Venice?,ASK >> dbr:Venice >> dbp:mayor >> dbr:Luigi_Brugnaro
translate question to dbpedia path: Which mountains are contained in Inyo National Forest?,[ANS] >> dbo:locatedInArea >> dbr:Inyo_National_Forest [SEP] [ANS] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: Whose children are married to Fredric Joliot-Curie?,[ANS] >> dbp:children >> [VAR1] [SEP] [VAR1] >> dbp:spouse >> dbr:Frédéric_Joliot-Curie
"translate question to dbpedia path: Where did the president study, whose VP was Emilio Nez?",[VAR1] >> dbo:almaMater >> [ANS] [SEP] [VAR1] >> dbo:vicePresident >> dbr:Emilio_Núñez
translate question to dbpedia path: Where are the homestadiums of the seasons chaired by Merritt Paulson?,[VAR1] >> dbo:chairman >> dbr:Merritt_Paulson [SEP] [VAR1] >> dbo:homeStadium >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SoccerClubSeason
translate question to dbpedia path: Was elizabeth ann seton beatified by Pope John XXIII?,ASK >> dbr:Elizabeth_Ann_Seton >> dbp:beatifiedBy >> dbr:Pope_John_XXIII
"translate question to dbpedia path: What is the architecture of First National Bank and Trust Building (Lima, Ohio) ?","dbr:First_National_Bank_and_Trust_Building_(Lima,_Ohio) >> dbo:architecturalStyle >> [ANS]"
translate question to dbpedia path: What are some languages in the italic family of languages?,[ANS] >> dbo:languageFamily >> dbr:Italic_languages
translate question to dbpedia path: Count all the awards which were presented by something located in California.,COUNT >> [ANS] >> dbo:presenter >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Award [SEP] [VAR1] >> dbo:headquarter >> dbr:California
translate question to dbpedia path: What is the region of the Kim Sawchuk which is also served by the Airtours International Airways ?,dbr:Airtours_International_Airways >> dbp:destinations >> [ANS] [SEP] dbr:Kim_Sawchuk >> dbp:region >> [ANS]
translate question to dbpedia path: Who all held a position when Gough Whitlam was the prime minister?,[ANS] >> dbo:primeMinister >> dbr:Gough_Whitlam
translate question to dbpedia path: In which part of the world will I find Kim Sawchuk and Vuelta Mexico Telmex?,dbr:Kim_Sawchuk >> dbp:region >> [ANS] [SEP] dbr:Vuelta_Mexico_Telmex >> dbp:region >> [ANS]
translate question to dbpedia path: What are the mascots of the teams participating in the Turkish Handball Super League?,[VAR1] >> dbp:league >> dbr:Turkish_Handball_Super_League [SEP] [VAR1] >> dbp:mascot >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SportsTeam
translate question to dbpedia path: Which tenants of the Master Card center is also th draft team of Sam Carrrick,dbr:MasterCard_Centre >> dbp:tenants >> [ANS] [SEP] dbr:Sam_Carrick >> dbp:draftTeam >> [ANS]
translate question to dbpedia path: Which country has given citizenship to both saima chowdhury and edmund john?,dbr:Edmund_John >> dbo:citizenship >> [ANS] [SEP] dbr:Saima_Chowdhury >> dbo:citizenship >> [ANS]
translate question to dbpedia path: Who originally wrote the manga which was later illustrated by Tamon Ohta?,[VAR1] >> dbo:illustrator >> dbr:Tamon_Ohta [SEP] [VAR1] >> dbp:author >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Manga
translate question to dbpedia path: Which university was attended by both Richard H Immerman and Franklin W Olin?,dbr:Franklin_W._Olin >> dbp:education >> [ANS] [SEP] dbr:Richard_H._Immerman >> dbp:education >> [ANS]
translate question to dbpedia path: How many other race are there of the adult (pornographic) actors whose ethnicity is Cherokee ?,COUNT >> [VAR1] >> dbo:ethnicity >> dbr:Cherokee [SEP] [VAR1] >> dbp:ethnicity >> [ANS]
translate question to dbpedia path: Who maintains the stuff designed by the Brunei government?,[VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> dbp:designer >> dbr:Politics_of_Brunei
translate question to dbpedia path: Stockholm is the HQ of how many things?,COUNT >> [ANS] >> dbp:headquarters >> dbr:Stockholm
translate question to dbpedia path: What is a salthill?,dbr:Salthill >> dbo:type >> [ANS]
translate question to dbpedia path: What is the sea connected to Oulu and Turku?,[ANS] >> dbp:cities >> dbr:Oulu [SEP] [ANS] >> dbp:cities >> dbr:Turku [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path: List all the parents of writers coming from the Great Missenden ?,[VAR1] >> dbo:parent >> [ANS] [SEP] [VAR1] >> dbp:homeTown >> dbr:Great_Missenden [SEP] [VAR1] >> rdf:type >> dbo:Writer
translate question to dbpedia path: In how many regions is the Baco Noir made?,COUNT >> dbr:Baco_noir >> dbo:wineRegion >> [ANS]
translate question to dbpedia path: What is the source country of Water resources managemnt in EL Salvador is also the land of Jos MAra Orellana ?,dbr:José_María_Orellana >> dbo:country >> [ANS] [SEP] dbr:Water_resources_management_in_El_Salvador >> dbp:sourceCountry >> [ANS]
translate question to dbpedia path: Where does the Jerusalem Institute of Justice render their services?,dbr:Jerusalem_Institute_of_Justice >> dbo:service >> [ANS]
translate question to dbpedia path: What is the common nickname given both to Harding academy and Lyons township high school?,dbr:Harding_Academy_(Memphis) >> dbp:nickname >> [ANS] [SEP] dbr:Lyons_Township_High_School >> dbp:nickname >> [ANS]
translate question to dbpedia path: What borders siberia?,dbr:Siberia >> dbo:border >> [ANS]
translate question to dbpedia path: To which party do the politicians who died in Delhi belong?,[VAR1] >> dbp:party >> [ANS] [SEP] [VAR1] >> dbp:placeOfDeath >> dbr:Delhi [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder
translate question to dbpedia path: Who created the stadiums who have been rented by the Boston Red Sox?,[VAR1] >> dbo:tenant >> dbr:Boston_Red_Sox [SEP] [VAR1] >> dbp:architect >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Stadium
translate question to dbpedia path: What is the region of the successor of Mr. Jerome B. Chaffee ?,[VAR1] >> dbo:region >> [ANS] [SEP] dbr:Jerome_B._Chaffee >> dbo:successor >> [VAR1]
translate question to dbpedia path: What is the profession of the Chris Myers (New Jersey) which is the governing body of Oahu Railway and Land Company ?,dbr:Chris_Myers_(New_Jersey) >> dbo:profession >> [ANS] [SEP] dbr:Oahu_Railway_and_Land_Company >> dbp:governingBody >> [ANS]
translate question to dbpedia path: In which countries were the Russian volleyball team players born?,[VAR1] >> dbp:nationalteam >> dbr:Russia_women's_national_volleyball_team [SEP] [VAR1] >> dbp:placeOfBirth >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Athlete
translate question to dbpedia path: Which religion's people are member of BJP?,[VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> dbp:party >> dbr:Bharatiya_Janata_Party [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: List down the commanders of Battle of Fort stephenson ?,dbr:Battle_of_Fort_Stephenson >> dbo:commander >> [ANS]
translate question to dbpedia path: What is the subject of The Prodigal son ?,dbr:The_Prodigal_Son_(play) >> dbp:subject >> [ANS]
translate question to dbpedia path: ARM Architecture acts as a game platform for how many things?,COUNT >> [ANS] >> dbo:computingPlatform >> dbr:ARM_architecture
translate question to dbpedia path: Name the work institutions of Andrew Schally?,dbr:Andrew_Schally >> dbp:workInstitutions >> [ANS]
translate question to dbpedia path: What is the fictional character which has Clan McDuck and Ludwig Von Draken as relatives?,[ANS] >> dbp:relatives >> dbr:Clan_McDuck [SEP] [ANS] >> dbp:relatives >> dbr:Ludwig_Von_Drake [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path: How many games have a composer who worked for the Creatures?,COUNT >> [ANS] >> dbp:composer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:VideoGame [SEP] [VAR1] >> dbo:occupation >> dbr:Creatures_(company)
translate question to dbpedia path: Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?,dbr:EXXV-TV >> dbp:licensee >> [ANS] [SEP] dbr:WXXV-DT2 >> dbp:licensee >> [ANS]
translate question to dbpedia path: Which state is the birth location of Ann Monroe Gilchrist Strong?,[VAR1] >> dbo:country >> [ANS] [SEP] dbr:Ann_Monroe_Gilchrist_Strong >> dbo:birthPlace >> [VAR1]
translate question to dbpedia path: Which university's graduates have worked in the Quartermaster corps?,[VAR1] >> dbo:almaMater >> [ANS] [SEP] [VAR1] >> dbo:militaryUnit >> dbr:Quartermaster_Corps_(United_States_Army)
translate question to dbpedia path: How many people have voiced characters sculpted by Clamp?,COUNT >> [VAR1] >> dbo:voice >> [ANS] [SEP] [VAR1] >> dbp:creator >> dbr:Clamp_(manga_artists)
translate question to dbpedia path: Trainees at the national film school of Lodz have received what awards?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:training >> dbr:National_Film_School_in_Łódź
translate question to dbpedia path: Were the bodies involved in the Westroads mall shootings discovered in Nebraska?,ASK >> dbr:Westroads_Mall_shooting >> dbp:bodyDiscovered >> dbr:Nebraska
translate question to dbpedia path: Which animator of the The Skeleton Dance is also the  cinematographer of the Mickey's Mellerdrammer?,dbr:Mickey's_Mellerdrammer >> dbp:cinematography >> [ANS] [SEP] dbr:The_Skeleton_Dance >> dbo:animator >> [ANS]
translate question to dbpedia path: Who is the scientist whose academic advisor is Franz Brentano?,[ANS] >> dbo:academicAdvisor >> dbr:Franz_Brentano [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Who was the animator of both Tommy Tucker's Tooth and Skeleton Dance?,dbr:The_Skeleton_Dance >> dbo:animator >> [ANS] [SEP] dbr:Tommy_Tucker's_Tooth >> dbp:animator >> [ANS]
translate question to dbpedia path: In how many different people are alumini of the University of Oxford working?,"COUNT >> [VAR1] >> dbo:field >> [ANS] [SEP] [VAR1] >> dbp:almaMater >> dbr:Worcester_College,_Oxford"
translate question to dbpedia path: Who is the developer of Montecito Inn ?,dbr:Montecito_Inn >> dbp:developer >> [ANS]
translate question to dbpedia path: Where did Paul Jones do his highschool?,dbr:Paul_Jones_(American_football) >> dbp:highschool >> [ANS]
translate question to dbpedia path: Is stephanie a female?,ASK >> dbr:Stephanie >> dbp:gender >> dbr:Female
translate question to dbpedia path: For which team did Cam Plante and Doug Acomb both play atleast once?,dbr:Cam_Plante >> dbp:playedFor >> [ANS] [SEP] dbr:Doug_Acomb >> dbp:playedFor >> [ANS]
translate question to dbpedia path: What are the shows whose creator has worked as a screenwriter?,[ANS] >> dbo:creator >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:occupation >> dbr:Screenwriting
translate question to dbpedia path: To which students did Ernest Rutherford advised to?,[ANS] >> dbp:doctoralAdvisor >> dbr:Ernest_Rutherford
translate question to dbpedia path: Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?,dbr:Alton_Ochsner >> dbo:institution >> [ANS] [SEP] dbr:Michael_Hahn >> dbo:almaMater >> [ANS]
translate question to dbpedia path: Did Bob Suci play for the New England Patriots?,ASK >> dbr:Bob_Suci >> dbp:pastteams >> dbr:New_England_Patriots
translate question to dbpedia path: In how many places was the album of King Crimson recorded?,COUNT >> [VAR1] >> dbo:artist >> dbr:King_Crimson [SEP] [VAR1] >> dbo:recordedIn >> [ANS]
translate question to dbpedia path: Which television show's company is Paramount Television and is located in Boston?,[ANS] >> dbo:location >> dbr:Boston [SEP] [ANS] >> dbp:company >> dbr:Paramount_Television [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Who is the starring of the movies such that music is by Raamlaxman?,[VAR1] >> dbo:starring >> [ANS] [SEP] [VAR1] >> dbp:music >> dbr:Raamlaxman [SEP] [VAR1] >> rdf:type >> dbo:Film
translate question to dbpedia path: Which nickname of Lyons Township JHigh school is also the mascot of Galatasaray Handball Team ?,dbr:Galatasaray_Handball_Team >> dbp:mascot >> [ANS] [SEP] dbr:Lyons_Township_High_School >> dbp:nickname >> [ANS]
translate question to dbpedia path: What are the movies whose cast members are signed up with Point Blank Records?,[ANS] >> dbp:starring >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:label >> dbr:Point_Blank_Records
translate question to dbpedia path: What is the Team Name  of the Cristo Rey Jesuit High School (Chicago) and is also the nickname of the Lyons Township High School ?,dbr:Cristo_Rey_Jesuit_High_School_(Chicago) >> dbp:teamName >> [ANS] [SEP] dbr:Lyons_Township_High_School >> dbp:nickname >> [ANS]
translate question to dbpedia path: What do craig Van tilbury and karen Grigorian do for a living?,dbr:Craig_Van_Tilbury >> dbo:occupation >> [ANS] [SEP] dbr:Karen_Grigorian >> dbo:occupation >> [ANS]
translate question to dbpedia path: Where is  Dofinivka Estuary  located ?,dbr:Dofinivka_Estuary >> dbp:location >> [ANS]
translate question to dbpedia path: What is the city nearest to the islands in the Northwestern Hawaiian Islands?,[VAR1] >> dbp:archipelago >> dbr:Northwestern_Hawaiian_Islands [SEP] [VAR1] >> dbp:nearestCity >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Island
translate question to dbpedia path: Name the televesion show which has artist named Christopher Franke ?,[ANS] >> dbp:artist >> dbr:Christopher_Franke [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: name the races where bobby beasley took part ?,dbr:Bobby_Beasley >> dbo:race >> [ANS]
translate question to dbpedia path: Where do cherry chevapravatdumrong and daisi pollard both live?,dbr:Cherry_Chevapravatdumrong >> dbo:residence >> [ANS] [SEP] dbr:Daisi_Pollard >> dbo:residence >> [ANS]
translate question to dbpedia path: Which institution of the Alton Ochsner is also the alma mater of John Michael Seabright ?,dbr:Alton_Ochsner >> dbo:institution >> [ANS] [SEP] dbr:John_Michael_Seabright >> dbo:almaMater >> [ANS]
translate question to dbpedia path: what mountains are in sierra nevada?,[ANS] >> dbo:mountainRange >> dbr:Sierra_Nevada_(U.S.)
translate question to dbpedia path: Who acted in the movies whose music is composed by Walter Scharf?,[VAR1] >> dbo:musicComposer >> dbr:Walter_Scharf [SEP] [VAR1] >> dbp:artist >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Film
translate question to dbpedia path: What softwares were created by Apple Productivity Experience Group ?,dbr:Apple_Productivity_Experience_Group >> dbo:product >> [ANS]
"translate question to dbpedia path: Who is the producer of the album, after which A Nice pair was released ?",[VAR1] >> dbp:producer >> [ANS] [SEP] dbr:A_Nice_Pair >> dbo:previousWork >> [VAR1]
translate question to dbpedia path: Where can i find teams whose coach has been Rodney Eade.,[VAR1] >> dbp:coach >> dbr:Rodney_Eade [SEP] [VAR1] >> dbp:location >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SportsTeam
translate question to dbpedia path: List all that flows into the north sea?,dbr:North_Sea >> dbp:inflow >> [ANS]
translate question to dbpedia path: Is the magnolia place of the greek revival architectural style?,ASK >> dbr:Magnolia_Place >> dbo:architecturalStyle >> dbr:Greek_Revival_architecture
translate question to dbpedia path: How many head of agencies were there in Nazi Germany?,COUNT >> [VAR1] >> dbo:jurisdiction >> dbr:Nazi_Germany [SEP] [VAR1] >> dbo:leader >> [ANS]
translate question to dbpedia path: List all the notable work of the screen writer who produced Frasier ?,[VAR1] >> dbo:notableWork >> [ANS] [SEP] [VAR1] >> dbo:notableWork >> dbr:Frasier [SEP] [VAR1] >> rdf:type >> dbo:ScreenWriter
translate question to dbpedia path: Does Caroline Augusta Foley Rhys Davids study Buddhism?,ASK >> dbr:Caroline_Augusta_Foley_Rhys_Davids >> dbo:field >> dbr:Buddhism
translate question to dbpedia path: Who employed the person famous for the Boeing fa18ef Super Hornet?,[VAR1] >> dbo:knownFor >> dbr:Boeing_F/A-18E/F_Super_Hornet [SEP] [VAR1] >> dbp:employer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person
