input_text,target_text
translate question to dbpedia path | Entities possibly involved: dbr:Sylvain_Lévi | Question: List the fields of Sylvain Lvi ?,dbr:Sylvain_Lévi >> dbp:fields >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Victor_Hope,_2nd_Marquess_of_Linlithgow | Question: List the  primeministers of Victor Hope, 2nd Marquess of Linlithgow ?","dbr:Victor_Hope,_2nd_Marquess_of_Linlithgow >> dbp:primeminister >> [ANS]"
translate question to dbpedia path | Entities possibly involved: dbr:Manchester_Airport | Question: Where do the airlines garrisoned at Manchester airport fly to?,[VAR1] >> dbo:headquarter >> dbr:Manchester_Airport [SEP] [VAR1] >> dbp:destinations >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path | Entities possibly involved: dbr:Paramount_Domestic_Television | Question: What all is owned by a company one of whose division is Paramount Domestic Television?,[ANS] >> dbp:company >> [VAR1] [SEP] [VAR1] >> dbo:division >> dbr:Paramount_Domestic_Television
translate question to dbpedia path | Entities possibly involved: dbr:I_Love_How_You_Love_Me | Question: Name the language of I Love How You Love Me ?,dbr:I_Love_How_You_Love_Me >> dbp:language >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:University_of_Edinburgh | Question: Count the number of places where alumini of Edinburgh university have died?,COUNT >> [VAR1] >> dbo:deathPlace >> [ANS] [SEP] [VAR1] >> dbp:education >> dbr:University_of_Edinburgh
translate question to dbpedia path | Entities possibly involved: dbr:Thomas_Meehan_(writer) | Question: Which label released the movie written by Thomas Meehan?,[VAR1] >> dbp:label >> [ANS] [SEP] [VAR1] >> dbp:writer >> dbr:Thomas_Meehan_(writer) [SEP] [VAR1] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Indy_PopCon | Question: What is the venue of Indy PopCon ?,dbr:Indy_PopCon >> dbp:venue >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Dalma_Kovács | Question: Who are the associate musical artists of Dalma Kovcs ?,dbr:Dalma_Kovács >> dbo:associatedMusicalArtist >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Vesak, dbr:Wickramabahu_Central_College_(National_School) | Question: What is the common religious affiliation of the Wickramabahu Central College (National School) and that of  Vesak?",dbr:Vesak >> dbo:type >> [ANS] [SEP] dbr:Wickramabahu_Central_College_(National_School) >> dbp:religiousAffiliation >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Harvard-Westlake_School, dbr:Adrian_A._Basora | Question: Name a person whose sucessor was Adrian A. basora and was educated at Harvard-Westlake School?",[ANS] >> dbo:almaMater >> dbr:Harvard-Westlake_School [SEP] [ANS] >> dbp:successor >> dbr:Adrian_A._Basora [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:Chandra_Shekhar | Question: Name the other party of Chandra Shekhar ?,dbr:Chandra_Shekhar >> dbo:otherParty >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:United_States | Question: How many movies have had a cinematographer who died in US?,COUNT >> [ANS] >> dbp:cinematography >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:deathPlace >> dbr:United_States
translate question to dbpedia path | Entities possibly involved: dbr:The_Ultimate_Fighter:_Brazil_2 | Question: Which cities were in the TV Show which came after The Ultimate Fighter: Brazil 2?,[VAR1] >> dbp:city >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:TelevisionShow [SEP] dbr:The_Ultimate_Fighter:_Brazil_2 >> dbo:subsequentWork >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Le_Cirque:_A_Table_in_Heaven, dbr:Maryanne_Trump_Barry | Question: What actor of Le Cirque is a relative of Maryanne Trump barry?",dbr:Le_Cirque:_A_Table_in_Heaven >> dbp:starring >> [ANS] [SEP] dbr:Maryanne_Trump_Barry >> dbo:relation >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Stanley_Cavell, dbr:William_Shakespeare | Question: Does Stanley Cavell study Shakespeare?",ASK >> dbr:Stanley_Cavell >> dbp:mainInterests >> dbr:William_Shakespeare
translate question to dbpedia path | Entities possibly involved: dbr:The_Producers_(2005_film) | Question: Who is the label of The Producers (2005 film) ?,dbr:The_Producers_(2005_film) >> dbp:label >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:LoDaisKa_Site, dbr:Oskar_Blues_Brewery | Question: Which nearest city of LoDaisKa Site is also the location of Oskar Blues Brewery ?",dbr:LoDaisKa_Site >> dbo:nearestCity >> [ANS] [SEP] dbr:Oskar_Blues_Brewery >> dbp:location >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Field_marshal | Question: Count the number of different religions that field marshals have followed?,COUNT >> [VAR1] >> dbo:militaryRank >> dbr:Field_marshal [SEP] [VAR1] >> dbo:religion >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Beth_Tweddle, dbr:City_of_Liverpool_Gymnastics_Club | Question: Does Beth Tweddle play for the City of Liverpool gymnast club?",ASK >> dbr:Beth_Tweddle >> dbp:club >> dbr:City_of_Liverpool_Gymnastics_Club
translate question to dbpedia path | Entities possibly involved: dbr:Becket_Fund_for_Religious_Liberty | Question: Count the awards given to the recepients of the Becket fund for religious liberty.,COUNT >> [VAR1] >> dbo:award >> dbr:Becket_Fund_for_Religious_Liberty [SEP] [VAR1] >> dbp:awards >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Central_Washington | Question: Which river flows through Central Washington?,dbr:Central_Washington >> dbo:river >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Alan_Barzman | Question: List all the narrator of the albums which had Alan Barzman as one of the narrator ?,[VAR1] >> dbp:narrated >> [ANS] [SEP] [VAR1] >> dbp:narrated >> dbr:Alan_Barzman [SEP] [VAR1] >> rdf:type >> dbo:Album
translate question to dbpedia path | Entities possibly involved: dbr:Saint-Amand-en-Puisaye | Question: People born in Saint-Amand-en-Puisaye are famous for what things ?,[VAR1] >> dbo:birthPlace >> dbr:Saint-Amand-en-Puisaye [SEP] [VAR1] >> dbp:knownFor >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:European_Border_and_Coast_Guard, dbr:European_School,_Karlsruhe | Question: Which founder of European School, karlsruhe is also the jursdiction of Eurpoean Border of Coast guard ?","dbr:European_Border_and_Coast_Guard >> dbp:jurisdiction >> [ANS] [SEP] dbr:European_School,_Karlsruhe >> dbp:founder >> [ANS]"
translate question to dbpedia path | Entities possibly involved: dbr:Canada | Question: What cars were built upon the cars which were assembled in Canada?,[VAR1] >> dbo:predecessor >> [ANS] [SEP] [VAR1] >> dbp:assembly >> dbr:Canada [SEP] [VAR1] >> rdf:type >> dbo:Automobile
translate question to dbpedia path | Entities possibly involved: dbr:Royal_Thai_Army | Question: How many religions are followed by the people in the Royal Thai Army?,COUNT >> [VAR1] >> dbo:militaryBranch >> dbr:Royal_Thai_Army [SEP] [VAR1] >> dbo:religion >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:T._S._Thakur | Question: Which politicians live in a city led by T.S. Thakur?,[ANS] >> dbo:residence >> [VAR1] [SEP] [VAR1] >> dbo:leader >> dbr:T._S._Thakur
translate question to dbpedia path | Entities possibly involved: dbr:On_Broadway_(Smash) | Question: How many guests have been there on broadway?,COUNT >> dbr:On_Broadway_(Smash) >> dbp:guests >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Government_Building,_Kiev | Question: List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[VAR1] >> dbo:significantBuilding >> [ANS] [SEP] [VAR1] >> dbo:significantBuilding >> dbr:Government_Building,_Kiev [SEP] [VAR1] >> rdf:type >> dbo:Architect"
translate question to dbpedia path | Entities possibly involved: dbr:The_Pentagon | Question: Count everything garrisoned at the pentagon?,COUNT >> [ANS] >> dbp:garrison >> dbr:The_Pentagon
"translate question to dbpedia path | Entities possibly involved: dbr:Wickramabahu_Central_College_(National_School), dbr:Udit_Raj | Question: What common relegion affiliation exists for udit Raj and Wickramabahu Central College ?",dbr:Udit_Raj >> dbo:religion >> [ANS] [SEP] dbr:Wickramabahu_Central_College_(National_School) >> dbp:religiousAffiliation >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:The_Okee_Dokee_Brothers, dbr:2015_MLS_All-Star_Game | Question: What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers",dbr:2015_MLS_All-Star_Game >> dbp:city >> [ANS] [SEP] dbr:The_Okee_Dokee_Brothers >> dbo:birthPlace >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Tower_of_London | Question: How many people were opponents of the ones buried in the tower of London?,COUNT >> [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbo:opponent >> [ANS] [SEP] [VAR1] >> dbp:restingPlace >> dbr:Tower_of_London
translate question to dbpedia path | Entities possibly involved: dbr:Ontario | Question: Count all the places where companies located in Ontario operate.,COUNT >> [VAR1] >> dbo:locationCity >> dbr:Ontario [SEP] [VAR1] >> dbp:locations >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:North-Western_Province,_Zambia | Question: What is the river whose origin is North-Western Province, Zambia?","[ANS] >> dbo:sourceRegion >> dbr:North-Western_Province,_Zambia"
translate question to dbpedia path | Entities possibly involved: dbr:Egushawa | Question: How many factions have fought when Egushawa was a commander?,COUNT >> [VAR1] >> dbo:commander >> dbr:Egushawa [SEP] [VAR1] >> dbp:combatant >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Everything_Will_Be_OK | Question: What is the honorary title of the narrator of Everything Will Be OK?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:Everything_Will_Be_OK >> dbo:narrator >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Olivier_Boulay | Question: What is the layout of the automobiles designed by Olivier Boulay?,[VAR1] >> dbo:layout >> [ANS] [SEP] [VAR1] >> dbp:designer >> dbr:Olivier_Boulay [SEP] [VAR1] >> rdf:type >> dbo:Automobile
"translate question to dbpedia path | Entities possibly involved: dbr:Ridgewood,_New_Jersey | Question: What people were born in Ridgewood, New Jersey?","[ANS] >> dbp:birthPlace >> dbr:Ridgewood,_New_Jersey [SEP] [ANS] >> rdf:type >> dbo:Person"
"translate question to dbpedia path | Entities possibly involved: dbr:Laura_K._Ipsen, dbr:MSX_BASIC | Question: Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen ?",dbr:Laura_K._Ipsen >> dbo:occupation >> [ANS] [SEP] dbr:MSX_BASIC >> dbp:license >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Oddworld:_Munch's_Oddysee, dbr:PlayStation_4 | Question: Which predecessor of the PlayStation 4 is also the developer of Oddworld: Munch's Oddysee?",dbr:Oddworld:_Munch's_Oddysee >> dbo:developer >> [ANS] [SEP] dbr:PlayStation_4 >> dbp:predecessor >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Charles_Goodell | Question: Who is the appointer of Charles Goodell ?,dbr:Charles_Goodell >> dbo:appointer >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Hudson_River, dbr:Lower_Manhattan | Question: Does the hudson river flow into the lower manhatten?",ASK >> dbr:Hudson_River >> dbo:mouthMountain >> dbr:Lower_Manhattan
"translate question to dbpedia path | Entities possibly involved: dbr:Seattle_Mariners, dbr:Glover_(video_game) | Question: Which distributer of Glover is also the stockholde of Seattle Mariners ?",dbr:Glover_(video_game) >> dbo:distributor >> [ANS] [SEP] dbr:Seattle_Mariners >> dbo:owner >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Sharon_Marley, dbr:Cedella_Booker | Question: Name the person whose mother name is Cedella Booker and has a son named Sharon Marley?",[ANS] >> dbo:parent >> dbr:Cedella_Booker [SEP] [ANS] >> dbp:children >> dbr:Sharon_Marley [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:Chris_Marve | Question: Name the Chris Marve's school ?,dbr:Chris_Marve >> dbo:school >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Tornado_(web_server) | Question: List the websites which the authors of Tornado own ?,[VAR1] >> dbo:owner >> [ANS] [SEP] dbr:Tornado_(web_server) >> dbp:author >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Akira_Ifukube | Question: What are the movies whose music composer is Akira Ifukube?,[ANS] >> dbo:musicComposer >> dbr:Akira_Ifukube [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Continental_Army | Question: Which military personnel belong to the branch of Continental Army?,[ANS] >> dbo:militaryBranch >> dbr:Continental_Army
translate question to dbpedia path | Entities possibly involved: dbr:Maple_Leaf_Sports_&_Entertainment | Question: Who have rented the stadium operated by Maple Leaf S&E?,[VAR1] >> dbo:tenant >> [ANS] [SEP] [VAR1] >> dbp:operator >> dbr:Maple_Leaf_Sports_&_Entertainment [SEP] [VAR1] >> rdf:type >> dbo:Stadium
translate question to dbpedia path | Entities possibly involved: dbr:John_of_Damascus | Question: Which holy things canonized John of Damascus?,dbr:John_of_Damascus >> dbo:canonizedBy >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Solon_Spencer_Beman | Question: Solon Spencer Beman has architected in how many cities?,COUNT >> [ANS] >> rdf:type >> dbo:City [SEP] [VAR1] >> dbo:architect >> dbr:Solon_Spencer_Beman [SEP] [VAR1] >> dbp:locationTown >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Timothy_Morton | Question: What are the main interests of Timothy Morton?,dbr:Timothy_Morton >> dbp:mainInterests >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Occupation_of_Japan | Question: Name someone known for a project involved in the Occupation of Japan?,[ANS] >> dbp:knownFor >> [VAR1] [SEP] [VAR1] >> dbo:battle >> dbr:Occupation_of_Japan
translate question to dbpedia path | Entities possibly involved: dbr:Varsity_Stadium | Question: Count all those who previously played for a team which ownes Varsity Stadium ?,COUNT >> [ANS] >> dbo:formerTeam >> [VAR1] [SEP] [VAR1] >> dbp:field >> dbr:Varsity_Stadium
"translate question to dbpedia path | Entities possibly involved: dbr:Helsinki, dbr:Danish_straits | Question: Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits?",[ANS] >> dbp:cities >> dbr:Helsinki [SEP] [ANS] >> dbp:outflow >> dbr:Danish_straits [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path | Entities possibly involved: dbr:National_and_Kapodistrian_University_of_Athens | Question: Count the awards won by the people who graduated from the National and Kapodistrian University of Athens.,COUNT >> [VAR1] >> dbo:almaMater >> dbr:National_and_Kapodistrian_University_of_Athens [SEP] [VAR1] >> dbo:award >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Shaun_the_Sheep | Question: What awards have been given to the dude who made Shaun the Sheep?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:notableworks >> dbr:Shaun_the_Sheep [SEP] [VAR1] >> rdf:type >> dbo:Person
"translate question to dbpedia path | Entities possibly involved: dbr:Morristown,_New_Jersey | Question: Name the office holders whose successor died in Morristown, New Jersey?","[ANS] >> dbo:successor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder [SEP] [VAR1] >> dbo:deathPlace >> dbr:Morristown,_New_Jersey"
